Word,Number Of Occurences,Number Of Steps
imbibed,1,5
took,166,166
couldnt,91,182
rules,8,24
gruffly,3,12
occasion,11,55
tarlaton,5,30
aversion,4,28
wearily,1,8
encouraged,1,9
celestial,4,4
energy,18,36
ruin,7,21
calf,1,4
settling,6,30
tool,1,6
fiddled,1,7
poppies,1,8
walls,10,10
quarters,3,6
unhappy,10,30
informing,1,4
aristotle,1,5
contradicted,1,1
funnel,1,2
unnecessary,4,12
entrance,1,4
wallenstein,1,5
innocently,3,3
visions,6,12
winds,4,12
covetousness,1,4
only,295,295
pulled,12,24
applauded,1,3
standing,15,60
parrylized,1,5
ward,3,18
nothing,145,145
dawdle,4,8
salon,4,12
affianced,1,4
nutshell,1,5
helpfulness,1,6
call,63,63
bundle,13,26
fired,5,15
hairdresser,1,4
meg,634,634
dropping,16,32
stared,19,57
anymore,2,8
calm,19,95
halves,5,30
robe,2,2
sly,10,20
noiselessly,6,18
beyond,12,12
hollow,1,2
miracle,4,12
unintelligible,1,4
softness,1,5
pensez,1,6
politicians,1,7
selfish,23,23
enthusiastic,4,8
dash,3,9
assortment,2,8
patron,2,10
bowl,2,12
loath,1,7
hungry,15,15
killed,3,6
spring,17,51
secrets,9,36
pigeonholes,1,5
percy,1,6
holder,5,5
singer,2,4
holds,3,9
designing,1,4
marmees,4,20
matched,1,6
sings,2,14
rebelling,1,8
knowst,1,9
baffled,1,10
warm,31,31
vulgar,3,6
chicken,4,12
bachelors,1,4
whippersnappers,1,5
men,45,45
tomboy,1,2
warn,4,12
slipshod,1,4
melancholy,1,5
joyful,11,11
sprout,1,2
mediterranean,1,3
shameful,1,4
heath,2,2
postscripts,1,2
consisted,2,6
expense,2,8
plucky,2,10
eaves,1,6
devinely,1,7
fathers,31,31
beckoned,6,12
novels,6,18
bows,2,8
whither,3,15
outraged,1,6
jealous,6,42
successfully,3,24
declare,3,3
barrel,3,6
rising,4,12
swung,5,20
vanquished,1,5
allen,1,6
twins,5,5
kitty,8,16
snubbings,1,3
mes,3,12
met,21,21
sailor,1,2
moping,1,3
pulpit,1,4
strolled,12,12
comically,2,4
fires,1,3
strike,2,2
kill,4,8
mighty,3,9
robs,2,8
bunches,1,5
dissolving,1,6
ugly,10,10
lend,11,22
eight,9,27
spreading,3,12
unmanagable,1,5
Word Total,Num Occurrences,Num Steps,Average Steps Per Word
10870,=SUM(B2:B10871),=SUM(C2:C10871),=C10873/B10873
