Word,Number Of Occurences,Number Of Steps
pigeonholes,1,8
percy,1,9
jar,3,30
minute,123,123
holder,5,10
pedro,6,18
singer,2,8
anon,2,10
holds,3,18
glass,21,147
designing,1,8
pie,4,36
marmees,4,40
matched,1,11
ideas,13,156
fling,3,39
bumping,1,14
dictate,1,15
sings,2,32
overnight,1,17
rebelling,1,18
knowst,1,19
baffled,1,20
warm,31,31
warble,1,2
management,5,15
vulgar,3,12
chicken,4,20
bachelors,1,6
whippersnappers,1,7
men,45,45
hearth,6,12
tomboy,1,3
feet,47,188
warn,4,20
nutmeg,2,12
pig,2,14
harming,1,8
couch,2,18
slipshod,1,10
melancholy,1,11
laughing,44,44
hand,157,314
joyful,11,33
railroads,1,4
sprout,1,5
hearten,1,6
founded,1,7
mediterranean,1,8
shameful,1,9
beginnest,1,10
dreadfully,15,15
wrathfully,1,2
heath,2,6
slept,7,28
postscripts,1,5
arts,1,6
consisted,2,14
expense,2,16
plucky,2,18
eaves,1,10
devinely,1,11
throve,1,12
fathers,31,31
dull,17,34
beckoned,6,18
frankly,5,20
novels,6,30
bows,2,12
cherub,3,21
whither,3,24
outraged,1,9
jealous,6,60
successfully,3,33
mechanical,2,24
stop,41,41
fork,1,2
actors,3,9
laurie,548,2192
declare,3,15
barrel,3,18
hang,7,49
prostrate,1,8
rising,4,36
boating,4,40
swung,5,55
sticking,2,24
vanquished,1,13
allen,1,14
montreux,1,15
commended,1,16
fifteen,10,10
sentence,8,16
twins,5,15
cheeriness,1,4
kitty,8,40
snubbings,1,6
pyramids,1,7
mes,3,24
beauty,39,39
conduct,2,4
apart,13,39
met,21,84
leaves,17,85
form,5,30
sailor,1,7
banner,2,16
hurts,1,9
moping,1,10
element,5,55
pulpit,1,12
dearies,2,2
story,68,136
promise,29,87
pin,5,20
grandfathers,7,35
common,9,54
ambitious,13,91
trace,2,16
routed,1,9
strolled,12,120
comically,2,22
fires,1,12
filigree,1,13
strike,2,2
kill,4,8
mighty,3,9
occasioned,1,4
womankind,2,10
robs,2,12
bunches,1,7
dissolving,1,8
inmate,1,9
thought,202,202
ugly,10,20
dungeons,1,3
lend,11,44
drowned,1,5
eight,9,54
pip,8,56
spreading,3,24
sloped,1,9
witnesses,1,10
persuasion,2,22
turvey,1,12
unmanagable,1,13
junoesque,1,14
Word Total,Num Occurrences,Num Steps,Average Steps Per Word
10870,=SUM(B2:B10871),=SUM(C2:C10871),=C10873/B10873
